query,intent
how do i i want to cancel my order urgently,order_cancellation
Could you Is this compatible with...? thank you,product_information
i need to product recommendations,product_information
i need to delivery days,shipping_inquiry
"hey, horrible experience now",complaint
"hey, delivery options",shipping_inquiry
i want to express shipping urgently,shipping_inquiry
"Excuse me, Worst experience ever",complaint
How do I This is not what I ordered urgently,complaint
"hey, free delivery threshold!",shipping_inquiry
i want to can you cancel my order for me? ASAP,order_cancellation
i would like to product malfunction.,complaint
"Please, Account hacked immediately",account_issues
Can I Is this item available?!,product_information
"excuse me, authentication failed please",account_issues
"Hi, Refund and return!",return_exchange
i want to shipping zones thank you,shipping_inquiry
"Hey, Refund not showing immediately",refund_status
Could you My payment didn't go through ASAP,payment_issues
Can I Contact information?,general_inquiry
could you cancel the items in my order urgently,order_cancellation
How do I Material information.,product_information
"hi, exchange for store credit",return_exchange
"Please, I need to cancel an order",order_cancellation
Could you Product reviews,product_information
how do i payment keeps failing urgently,payment_issues
"hello, i need assistance thanks",general_inquiry
"Hello, Update account information ASAP",account_issues
I want to Refund and return please,return_exchange
I want to Track my recent order thank you,order_status
can i what products do you have? thank you,product_information
i need to how do i return an item? ASAP,return_exchange
could you refund status.,refund_status
"hey, general help immediately",general_inquiry
i need to delivery options please,shipping_inquiry
"hello, more info about the item?",product_information
"hey, is my package lost??",order_status
is it possible to refund pending urgently,refund_status
Change password,account_issues
"hello, cancel order immediately",order_cancellation
Can I return this product?,return_exchange
Where is my package?,order_status
First time customer,general_inquiry
would you expedited shipping urgently,shipping_inquiry
"Hi, Item doesn't fit, return please thank you",return_exchange
Could you Change shipping address ASAP,shipping_inquiry
would you ship to different address right away,shipping_inquiry
Account locked,account_issues
i would like to login problem right away,account_issues
"hello, connect me to support urgently",general_inquiry
"excuse me, login credentials not working",account_issues
Credit not received immediately,refund_status
i want to what colors does it come in?.,product_information
i want to double charged on my card please,payment_issues
"Hello, Compare products urgently",product_information
i want to contact information,general_inquiry
could you payment error immediately,payment_issues
Horrible experience,complaint
is it possible to cancel the items in my order now,order_cancellation
how do i poor quality product thanks,complaint
i want to i want to revoke my order?,order_cancellation
could you when is refund processed? urgently,refund_status
how do i good afternoon?,general_inquiry
Could you Shipping time ASAP,shipping_inquiry
could you payment failed thanks,payment_issues
is it possible to i haven't received my refund.,refund_status
how do i what are the product details? now,product_information
could you same day delivery right away,shipping_inquiry
I feel cheated right away,complaint
how do i i want to speak to a manager.,complaint
"Hi, Schedule a return urgently",return_exchange
"excuse me, general help ASAP",general_inquiry
"Item doesn't fit, return please thank you",return_exchange
Waiting for refund urgently,refund_status
How do I Double charged on my card immediately,payment_issues
could you i want to cancel the order i just placed thanks,order_cancellation
"Hey, Item arrived damaged please",complaint
could you delivery status please now,order_status
Could you Update account information now,account_issues
i would like to payment error ASAP,payment_issues
I would like to Account suspended.,account_issues
"Hey, Delivery days!",shipping_inquiry
I need to Ship to different address thank you,shipping_inquiry
My payment was rejected right away,payment_issues
"i need to wrong order, please cancel now",order_cancellation
I would like to Is anyone there? thank you,general_inquiry
"please, forgot password!",account_issues
can i refund inquiry ASAP,refund_status
I would like to 30 day return please,return_exchange
"please, technical specifications please",product_information
"excuse me, schedule a return ASAP",return_exchange
"hello, refund pending!",refund_status
how do i payment issue with my account thanks,payment_issues
Is it possible to I want to cancel my order please,order_cancellation
